,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
329,Console,1995.0,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24
330,XOne,2015.0,Sports,Electronic Arts,0.88,2.11,0.0,0.23,3.23
331,Console,2011.0,Adventure,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23
332,Console,2015.0,Sports,Electronic Arts,2.33,0.3,0.0,0.59,3.22
333,Handheld,2014.0,Role-Playing,Nintendo,0.03,0.0,3.18,0.0,3.22
334,Console,1999.0,Shooter,Electronic Arts,1.72,1.33,0.0,0.16,3.21
335,Console,1983.0,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2
336,Console,1995.0,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2
337,Console,2000.0,Fighting,THQ,1.76,1.21,0.07,0.16,3.2
338,Handheld,2008.0,Action,Sony Computer Entertainment,1.48,1.01,0.04,0.66,3.19
339,Console,2015.0,Platform,Nintendo,1.18,0.87,0.93,0.2,3.18
340,Handheld,2008.0,Misc,Nintendo,0.58,0.51,1.93,0.14,3.17
341,Console,2001.0,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15
342,Handheld,2005.0,Platform,Sega,1.22,1.57,0.06,0.29,3.15
343,Console,2007.0,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14
344,Console,2000.0,Action,Activision,1.7,1.25,0.02,0.16,3.13
345,Console,1998.0,Racing,Electronic Arts,2.14,0.86,0.0,0.13,3.12
346,Console,1999.0,Racing,Nintendo,2.31,0.62,0.14,0.04,3.12
347,Handheld,2006.0,Misc,Nintendo,0.91,1.0,1.03,0.17,3.12
348,Console,2007.0,Role-Playing,Ubisoft,1.69,0.87,0.14,0.42,3.12
349,Console,2010.0,Adventure,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12
350,Console,2010.0,Role-Playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11
351,Console,2014.0,Sports,Electronic Arts,0.78,2.02,0.0,0.3,3.11
352,Console,2001.0,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08
353,Console,1986.0,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08
354,Console,2012.0,Shooter,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07
355,Handheld,2013.0,Action,Nintendo,1.4,0.99,0.46,0.22,3.07
356,Handheld,1994.0,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07
357,PC,2002.0,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07
358,Console,2012.0,Role-Playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07
359,Console,2008.0,Action,Activision,1.91,0.84,0.0,0.29,3.05
360,Console,2012.0,Shooter,Ubisoft,1.38,1.35,0.02,0.28,3.04
361,Console,2008.0,Action,THQ,1.94,0.8,0.02,0.27,3.03
362,Console,1995.0,Platform,Ubisoft,1.54,1.33,0.0,0.16,3.03
363,Console,2009.0,Shooter,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02
364,Console,2002.0,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02
365,Console,1987.0,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02
366,Console,2002.0,Sports,THQ,1.45,1.13,0.07,0.38,3.02
367,Console,2012.0,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19,3.0
368,Console,1993.0,Shooter,Nintendo,1.61,0.51,0.8,0.07,2.99
369,PC,2000.0,Misc,Electronic Arts,1.67,1.18,0.0,0.13,2.99
370,Console,2002.0,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99
371,Handheld,2015.0,Simulation,Nintendo,0.47,1.0,1.39,0.12,2.98
372,Console,2010.0,Shooter,Electronic Arts,1.33,1.12,0.08,0.45,2.97
373,PC,2014.0,Simulation,Electronic Arts,0.96,1.72,0.0,0.29,2.97
374,PC,2011.0,Role-Playing,Electronic Arts,1.58,1.01,0.0,0.38,2.97
375,Console,2003.0,Platform,Sega,1.04,1.37,0.06,0.49,2.96
376,Handheld,2008.0,Platform,Nintendo,1.57,0.04,1.19,0.15,2.96
377,Console,1996.0,Racing,Nintendo,1.98,0.58,0.34,0.04,2.94
378,Console,2003.0,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94
379,Console,2005.0,Fighting,THQ,1.45,1.11,0.04,0.33,2.94
380,Console,2009.0,Action,Sony Computer Entertainment,1.76,0.69,0.12,0.37,2.94
381,Console,2006.0,Puzzle,Nintendo,0.87,1.06,0.73,0.26,2.92
382,Handheld,2002.0,Platform,Nintendo,1.75,0.45,0.62,0.09,2.91
383,Console,2013.0,Sports,Electronic Arts,0.61,1.85,0.11,0.33,2.9
384,XOne,2014.0,Shooter,Electronic Arts,1.84,0.8,0.04,0.22,2.9
385,Console,2004.0,Misc,Sega,1.54,1.14,0.0,0.22,2.9
386,Console,2008.0,Sports,Sega,1.75,0.86,0.0,0.28,2.9
387,Console,2003.0,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9
388,Console,2012.0,Racing,Electronic Arts,0.71,1.51,0.06,0.61,2.89
389,Console,2001.0,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89
390,Console,2004.0,Shooter,Activision,1.51,1.12,0.01,0.24,2.89
391,Console,1999.0,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88
392,Handheld,2007.0,Simulation,Ubisoft,1.3,1.27,0.0,0.31,2.88
393,XOne,2013.0,Shooter,Activision,1.87,0.77,0.0,0.22,2.86
394,Console,2012.0,Sports,Electronic Arts,2.53,0.16,0.0,0.17,2.86
395,Console,2002.0,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86
396,Console,1990.0,Racing,Nintendo,1.37,0.51,0.89,0.07,2.85
397,Console,1997.0,Platform,Nintendo,1.29,0.53,0.98,0.05,2.85
398,Console,2011.0,Action,Activision,1.4,1.14,0.0,0.31,2.85
399,Console,2015.0,Sports,Electronic Arts,0.4,1.98,0.05,0.42,2.85
400,Console,2010.0,Action,Ubisoft,1.87,0.57,0.11,0.3,2.84
401,Console,2007.0,Shooter,Take-Two Interactive,1.65,0.86,0.05,0.28,2.83
402,Console,2009.0,Sports,Electronic Arts,2.52,0.09,0.0,0.22,2.83
403,Console,2010.0,Shooter,Electronic Arts,1.28,1.05,0.07,0.43,2.83
404,Console,2002.0,Fighting,THQ,1.32,1.08,0.04,0.39,2.83
405,Console,2002.0,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82
406,Handheld,2003.0,Action,THQ,1.59,1.05,0.04,0.14,2.82
407,Console,2010.0,Racing,Electronic Arts,1.05,1.25,0.03,0.48,2.81
408,Handheld,2007.0,Simulation,Ubisoft,1.32,1.19,0.0,0.3,2.81
409,Console,2003.0,Fighting,THQ,1.32,1.06,0.04,0.38,2.8
410,Handheld,2006.0,Platform,Nintendo,1.47,0.07,1.1,0.15,2.8
411,Console,1997.0,Sports,Sony Computer Entertainment,0.29,0.2,2.13,0.18,2.79
412,Console,2011.0,Shooter,Sony Computer Entertainment,1.45,0.88,0.09,0.38,2.79
413,Console,1998.0,Platform,Sony Computer Entertainment,1.96,0.72,0.0,0.11,2.79
414,Console,2001.0,Fighting,THQ,1.19,1.15,0.04,0.41,2.79
415,PC,2011.0,Shooter,Electronic Arts,0.89,1.43,0.0,0.48,2.79
416,Console,2001.0,Sports,Electronic Arts,2.19,0.22,0.0,0.38,2.79
417,Handheld,2009.0,Puzzle,Nintendo,0.3,1.47,0.68,0.34,2.79
418,Handheld,2011.0,Role-Playing,Nintendo,0.46,0.29,1.96,0.07,2.79
419,Console,2003.0,Platform,Sony Computer Entertainment,1.68,0.74,0.0,0.36,2.78
420,Console,2014.0,Action,Sony Computer Entertainment,1.27,0.97,0.07,0.47,2.78
421,Console,2003.0,Platform,Sony Computer Entertainment,1.44,0.83,0.26,0.25,2.78
422,Console,2009.0,Fighting,Namco Bandai Games,1.2,0.98,0.17,0.43,2.78
423,Console,2003.0,Simulation,Electronic Arts,1.41,1.12,0.0,0.24,2.77
424,Console,2007.0,Platform,Sega,1.24,1.2,0.04,0.3,2.77
425,Console,2011.0,Action,THQ,1.25,1.15,0.07,0.3,2.77
426,Console,1992.0,Misc,Nintendo,1.43,0.54,0.71,0.07,2.75
427,Console,2013.0,Action,Ubisoft,1.07,1.31,0.06,0.31,2.74
428,Console,2000.0,Strategy,Nintendo,1.02,0.36,1.13,0.23,2.73
429,Console,1986.0,Action,Nintendo,1.33,0.31,1.04,0.05,2.73
430,Console,2011.0,Adventure,Take-Two Interactive,1.52,0.94,0.02,0.24,2.72
431,Console,2006.0,Shooter,Activision,1.49,0.93,0.02,0.27,2.71
432,Handheld,2002.0,Action,Nintendo,1.75,0.52,0.33,0.1,2.7
433,Console,1998.0,Misc,Nintendo,1.25,0.53,0.87,0.05,2.7
434,Console,2011.0,Sports,Electronic Arts,2.42,0.11,0.0,0.16,2.69
435,Console,2010.0,Sports,Electronic Arts,2.38,0.12,0.0,0.18,2.69
436,Handheld,2010.0,Puzzle,Nintendo,1.63,0.52,0.35,0.18,2.69
437,Console,2010.0,Sports,Electronic Arts,1.46,0.98,0.0,0.24,2.68
438,Console,2004.0,Racing,Electronic Arts,1.23,1.11,0.0,0.34,2.68
439,Console,2009.0,Racing,Electronic Arts,0.69,1.41,0.04,0.53,2.68
440,Console,2005.0,Shooter,Activision,1.48,0.92,0.01,0.26,2.67
441,Console,2008.0,Misc,Activision,1.78,0.64,0.0,0.25,2.67
442,Console,1998.0,Shooter,Electronic Arts,1.44,1.09,0.0,0.14,2.67
443,Console,2003.0,Action,Ubisoft,1.15,1.11,0.0,0.4,2.65
444,Console,2012.0,Action,Activision,1.56,0.88,0.0,0.22,2.65
445,Handheld,2006.0,Shooter,Electronic Arts,0.86,1.11,0.01,0.66,2.65
446,Console,1986.0,Platform,Nintendo,0.0,0.0,2.65,0.0,2.65
447,Console,1996.0,Action,Nintendo,2.0,0.5,0.12,0.03,2.65
448,Console,2000.0,Racing,Take-Two Interactive,2.0,0.47,0.02,0.14,2.63
449,Handheld,2006.0,Fighting,Sony Computer Entertainment,0.76,1.1,0.12,0.65,2.63
450,Console,2009.0,Action,Sony Computer Entertainment,1.7,0.46,0.06,0.41,2.63
451,Console,2004.0,Sports,Sega,2.15,0.12,0.0,0.36,2.62
452,Console,2007.0,Sports,Nintendo,1.07,1.06,0.24,0.25,2.62
453,Console,2010.0,Shooter,Electronic Arts,1.55,0.81,0.04,0.21,2.62
454,Console,2009.0,Sports,Electronic Arts,0.59,1.79,0.01,0.23,2.62
455,Console,2011.0,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16,2.62
456,Handheld,2008.0,Simulation,Nintendo,0.63,0.84,0.96,0.19,2.61
457,Console,2002.0,Action,Electronic Arts,0.9,1.22,0.04,0.44,2.61
458,Console,2010.0,Platform,Nintendo,1.02,0.52,0.92,0.14,2.6
459,Handheld,1990.0,Action,Sega,1.86,0.55,0.11,0.08,2.6
460,Console,2008.0,Sports,Electronic Arts,0.48,1.63,0.04,0.43,2.59
461,Console,2007.0,Platform,Sony Computer Entertainment,0.93,1.12,0.08,0.45,2.59
462,Console,2004.0,Sports,Electronic Arts,2.03,0.21,0.0,0.35,2.59
463,Handheld,2009.0,Platform,Sony Computer Entertainment,0.64,1.24,0.01,0.69,2.58
464,Console,2013.0,Shooter,Sony Computer Entertainment,0.89,1.33,0.07,0.28,2.58
465,Console,2009.0,Action,Take-Two Interactive,1.04,1.24,0.03,0.27,2.58
466,Console,2006.0,Fighting,THQ,1.4,0.88,0.03,0.26,2.58
467,Console,2004.0,Platform,Sony Computer Entertainment,1.31,0.74,0.31,0.22,2.57
468,Handheld,2010.0,Misc,Nintendo,0.28,1.68,0.33,0.28,2.57
469,Console,2009.0,Role-Playing,Electronic Arts,1.76,0.56,0.03,0.22,2.57
470,Console,2007.0,Sports,Electronic Arts,2.14,0.08,0.0,0.35,2.57
471,Console,2001.0,Platform,Sega,1.7,0.59,0.21,0.07,2.56
472,Console,2012.0,Sports,Electronic Arts,2.11,0.23,0.0,0.22,2.56
473,Console,2003.0,Role-Playing,Nintendo,1.21,0.57,0.7,0.07,2.54
474,Console,2008.0,Sports,Konami Digital Entertainment,1.13,0.87,0.29,0.25,2.54
475,Console,2008.0,Sports,Electronic Arts,2.21,0.12,0.0,0.2,2.54
476,Console,2000.0,Action,Nintendo,1.55,0.75,0.16,0.06,2.52
477,Console,2006.0,Role-Playing,Activision,2.29,0.02,0.0,0.19,2.5
478,Console,2008.0,Sports,Konami Digital Entertainment,0.13,0.07,0.26,2.05,2.5
479,Console,1999.0,Misc,Nintendo,1.28,0.14,1.08,0.01,2.5
480,Console,2011.0,Action,THQ,0.86,1.06,0.18,0.39,2.49
481,Console,2003.0,Action,Take-Two Interactive,1.84,0.56,0.0,0.09,2.49
482,Console,2008.0,Shooter,Sony Computer Entertainment,1.15,0.85,0.1,0.39,2.48
483,Console,2012.0,Sports,Take-Two Interactive,1.72,0.44,0.05,0.27,2.48
484,Console,2013.0,Sports,Take-Two Interactive,2.1,0.2,0.0,0.17,2.47
485,Console,2002.0,Misc,Nintendo,1.13,0.36,0.92,0.07,2.47
486,Console,2010.0,Misc,THQ,1.67,0.58,0.0,0.2,2.46
487,Console,2008.0,Racing,Take-Two Interactive,1.55,0.54,0.05,0.31,2.45
488,Console,1996.0,Racing,Sony Computer Entertainment,2.12,0.25,0.0,0.07,2.44
489,Handheld,2006.0,Racing,Electronic Arts,0.87,0.98,0.0,0.59,2.44
490,Console,2003.0,Simulation,Electronic Arts,1.07,1.19,0.0,0.18,2.43
491,Console,2008.0,Shooter,Ubisoft,1.56,0.61,0.02,0.23,2.42
492,Console,1998.0,Platform,Sega,1.26,0.61,0.46,0.08,2.42
493,Console,1988.0,Sports,Nintendo,1.27,0.32,0.78,0.05,2.42
494,Console,2010.0,Sports,Konami Digital Entertainment,0.29,1.18,0.54,0.41,2.42
495,Console,2001.0,Racing,Sony Computer Entertainment,2.07,0.26,0.0,0.08,2.41
496,Console,2007.0,Racing,Electronic Arts,0.69,0.0,0.04,1.68,2.41
497,XOne,2015.0,Sports,Electronic Arts,2.07,0.08,0.0,0.26,2.4
498,Console,1987.0,Fighting,Nintendo,0.77,0.18,1.42,0.03,2.4
499,PC,1997.0,Strategy,Electronic Arts,2.3,0.1,0.0,0.0,2.4
500,Console,2015.0,Racing,Electronic Arts,0.49,1.49,0.05,0.36,2.39
501,Console,1998.0,Fighting,THQ,1.94,0.39,0.03,0.02,2.38
502,Console,2015.0,Action,Sony Computer Entertainment,1.0,0.76,0.26,0.36,2.38
503,Console,2014.0,Sports,Take-Two Interactive,1.46,0.54,0.01,0.37,2.38
504,Console,2010.0,Sports,Electronic Arts,2.04,0.15,0.0,0.19,2.38
505,Console,2001.0,Misc,Konami Digital Entertainment,1.16,0.91,0.0,0.3,2.38
506,Console,2007.0,Sports,Electronic Arts,2.18,0.01,0.0,0.18,2.37
507,Console,2004.0,Action,THQ,0.96,1.08,0.04,0.3,2.37
508,Console,2004.0,Sports,Activision,1.25,0.86,0.01,0.26,2.37
509,Console,2009.0,Sports,Electronic Arts,2.03,0.13,0.0,0.21,2.37
510,Handheld,1995.0,Platform,Nintendo,0.69,0.14,1.48,0.05,2.36
511,Handheld,1996.0,Platform,Nintendo,1.39,0.48,0.4,0.08,2.35
512,Console,2008.0,Racing,Take-Two Interactive,1.68,0.46,0.01,0.2,2.35
513,Console,2013.0,Platform,Activision,1.32,0.83,0.0,0.2,2.34
514,Console,2007.0,Fighting,THQ,0.92,0.0,0.01,1.41,2.34
515,Console,2008.0,Sports,Ubisoft,1.2,0.9,0.0,0.24,2.34
516,Console,2010.0,Simulation,Electronic Arts,1.27,0.86,0.0,0.2,2.33
517,Handheld,2015.0,Action,Nintendo,1.14,0.54,0.47,0.17,2.32
518,XOne,2015.0,Sports,Take-Two Interactive,1.93,0.14,0.0,0.24,2.32
519,Console,2010.0,Misc,Ubisoft,1.57,0.56,0.0,0.19,2.32
520,Console,2000.0,Sports,Nintendo,0.78,0.4,1.06,0.07,2.32
521,Console,1997.0,Action,Take-Two Interactive,0.79,1.35,0.04,0.14,2.32
522,Console,2004.0,Shooter,Electronic Arts,0.85,1.06,0.09,0.32,2.31
523,Handheld,2004.0,Puzzle,Nintendo,0.52,0.45,1.21,0.13,2.31
524,Console,1999.0,Racing,Electronic Arts,1.58,0.64,0.0,0.09,2.31
525,Handheld,2008.0,Role-Playing,Nintendo,0.95,0.54,0.62,0.18,2.3
526,Console,2013.0,Action,Sony Computer Entertainment,1.23,0.68,0.04,0.34,2.29
527,Console,2004.0,Racing,Electronic Arts,1.38,0.8,0.0,0.1,2.28
528,Console,2009.0,Sports,Konami Digital Entertainment,0.3,1.27,0.46,0.26,2.28
529,Console,2014.0,Misc,Ubisoft,1.11,0.98,0.0,0.2,2.28
530,Console,1983.0,Platform,Nintendo,0.51,0.12,1.63,0.02,2.28
531,Console,2008.0,Sports,Electronic Arts,0.38,0.07,0.01,1.82,2.28
532,Console,2012.0,Shooter,Take-Two Interactive,1.05,0.77,0.1,0.36,2.28
533,Handheld,2012.0,Role-Playing,Nintendo,1.12,0.39,0.64,0.12,2.27
534,Console,2009.0,Misc,Sega,1.34,0.62,0.0,0.31,2.27
535,Console,2006.0,Misc,Sega,1.07,0.92,0.04,0.24,2.27
536,Handheld,2002.0,Platform,Nintendo,1.22,0.1,0.91,0.04,2.27
537,Handheld,2001.0,Platform,Nintendo,0.9,0.73,0.54,0.09,2.26
538,Console,2007.0,Misc,Activision,1.4,0.54,0.02,0.3,2.26
539,Console,2004.0,Role-Playing,Nintendo,1.48,0.25,0.46,0.06,2.25
540,Console,2011.0,Sports,Electronic Arts,1.93,0.15,0.0,0.17,2.25
541,Console,2009.0,Role-Playing,Nintendo,0.67,0.41,1.05,0.11,2.25
542,Handheld,2001.0,Platform,Sega,1.19,0.71,0.22,0.13,2.24
543,Console,1990.0,Action,Konami Digital Entertainment,1.74,0.25,0.21,0.03,2.23
544,Handheld,2008.0,Action,Activision,1.42,0.61,0.0,0.21,2.23
545,Console,2009.0,Simulation,Konami Digital Entertainment,1.09,0.85,0.0,0.28,2.23
546,Console,2013.0,Platform,Nintendo,1.27,0.62,0.18,0.16,2.22
547,Console,2003.0,Action,Ubisoft,0.88,1.03,0.0,0.31,2.22
548,Handheld,1998.0,Adventure,Nintendo,1.0,0.63,0.45,0.13,2.22
549,Console,2010.0,Racing,Electronic Arts,1.03,0.98,0.0,0.21,2.22
550,Console,2010.0,Shooter,Take-Two Interactive,1.45,0.55,0.02,0.19,2.21
551,XOne,2013.0,Action,Ubisoft,1.47,0.55,0.0,0.19,2.21
552,Console,2008.0,Misc,Electronic Arts,1.78,0.24,0.0,0.18,2.2
553,Console,2007.0,Misc,Activision,2.01,0.02,0.0,0.17,2.2
554,Handheld,2000.0,Platform,Nintendo,1.11,0.51,0.34,0.23,2.2
555,Console,1986.0,Sports,Namco Bandai Games,0.15,0.0,2.05,0.0,2.2
556,Console,2008.0,Platform,Sega,1.28,0.68,0.02,0.21,2.2
557,Console,2011.0,Action,Konami Digital Entertainment,0.34,0.97,0.55,0.33,2.19
558,Console,2006.0,Action,THQ,1.17,0.78,0.02,0.22,2.19
559,Console,2003.0,Role-Playing,Activision,1.68,0.44,0.0,0.08,2.19
560,Handheld,1992.0,Misc,Nintendo,0.87,0.17,1.1,0.05,2.19
561,Handheld,2000.0,Platform,Nintendo,1.04,0.72,0.3,0.13,2.19
562,Handheld,2000.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,2.17,0.01,2.18
563,Console,2002.0,Racing,THQ,1.92,0.2,0.0,0.06,2.18
564,Console,2013.0,Sports,Electronic Arts,1.97,0.07,0.0,0.13,2.18
565,Handheld,2006.0,Role-Playing,Nintendo,1.29,0.04,0.73,0.12,2.18
566,Handheld,2003.0,Role-Playing,Nintendo,1.48,0.17,0.47,0.06,2.17
567,Console,1998.0,Simulation,Nintendo,1.6,0.46,0.08,0.03,2.17
568,Console,1984.0,Sports,Nintendo,0.48,0.11,1.56,0.02,2.17
569,PC,2001.0,Simulation,Electronic Arts,1.23,0.83,0.0,0.1,2.16
570,Console,2009.0,Sports,Ubisoft,1.51,0.47,0.0,0.18,2.16
571,Console,2000.0,Shooter,Sony Computer Entertainment,1.5,0.55,0.02,0.08,2.15
572,Console,2015.0,Shooter,Ubisoft,0.54,1.16,0.13,0.32,2.15
573,Console,1987.0,Sports,Nintendo,0.14,0.03,1.98,0.0,2.15
574,XOne,2014.0,Sports,Electronic Arts,0.6,1.41,0.0,0.14,2.15
575,Handheld,2007.0,Shooter,Activision,0.52,1.03,0.0,0.59,2.14
576,Console,1996.0,Role-Playing,Nintendo,0.66,0.0,1.45,0.03,2.14
577,Console,1983.0,Misc,Nintendo,0.01,0.0,2.13,0.0,2.14
578,Console,1988.0,Racing,Nintendo,1.47,0.38,0.19,0.1,2.14
579,Console,2004.0,Simulation,Konami Digital Entertainment,1.04,0.81,0.0,0.27,2.13
580,Handheld,2006.0,Puzzle,Nintendo,0.64,0.07,1.35,0.08,2.13
581,Console,2016.0,Action,Ubisoft,0.59,1.16,0.06,0.33,2.13
582,Console,2010.0,Platform,Nintendo,1.47,0.09,0.45,0.11,2.12
583,Handheld,1989.0,Sports,Nintendo,0.83,0.33,0.92,0.04,2.12
584,Console,2011.0,Sports,Take-Two Interactive,1.61,0.27,0.05,0.18,2.11
585,Console,2009.0,Shooter,Take-Two Interactive,1.2,0.62,0.0,0.29,2.11
586,Console,2000.0,Sports,Activision,1.68,0.4,0.0,0.03,2.11
587,Console,2008.0,Sports,Konami Digital Entertainment,0.11,1.34,0.4,0.26,2.11
588,Console,2002.0,Racing,Electronic Arts,1.68,0.31,0.02,0.09,2.11
589,Console,2010.0,Sports,Nintendo,0.9,0.45,0.63,0.13,2.11
590,Console,2002.0,Platform,THQ,1.17,0.72,0.0,0.22,2.1
591,Handheld,2005.0,Racing,Electronic Arts,1.77,0.13,0.02,0.18,2.1
592,Console,2003.0,Action,THQ,1.26,0.6,0.05,0.18,2.09
593,Console,2010.0,Action,Take-Two Interactive,1.84,0.12,0.01,0.13,2.09
594,Handheld,2006.0,Simulation,Electronic Arts,0.92,0.94,0.0,0.22,2.09
595,Console,2015.0,Shooter,Electronic Arts,0.7,0.93,0.14,0.32,2.09
596,Handheld,2010.0,Action,Konami Digital Entertainment,0.46,0.42,0.96,0.25,2.09
597,PC,2010.0,Role-Playing,Activision,1.77,0.32,0.0,0.0,2.08
598,Console,2002.0,Puzzle,THQ,1.11,0.71,0.0,0.27,2.08
599,Console,2008.0,Racing,Electronic Arts,0.63,1.02,0.05,0.39,2.08
600,Console,2007.0,Simulation,Konami Digital Entertainment,1.36,0.52,0.0,0.2,2.08
601,Console,2003.0,Misc,Nintendo,0.97,0.33,0.73,0.06,2.08
602,Console,2010.0,Action,Take-Two Interactive,0.59,0.99,0.13,0.36,2.08
603,PC,1998.0,Strategy,Electronic Arts,2.04,0.04,0.0,0.0,2.08
604,PC,1994.0,Strategy,Activision,0.89,1.08,0.0,0.11,2.08
605,Console,2010.0,Sports,Electronic Arts,0.79,0.94,0.0,0.35,2.08
606,Console,2002.0,Shooter,Take-Two Interactive,1.54,0.46,0.0,0.08,2.07
607,Console,2009.0,Fighting,THQ,1.48,0.39,0.0,0.19,2.07
608,Console,2011.0,Role-Playing,Namco Bandai Games,0.75,0.54,0.54,0.23,2.07
609,Handheld,2001.0,Strategy,Konami Digital Entertainment,1.64,0.36,0.0,0.07,2.07
610,Console,2007.0,Racing,Electronic Arts,1.04,0.8,0.01,0.22,2.06
611,Console,2010.0,Simulation,Electronic Arts,0.73,0.97,0.02,0.34,2.06
612,Console,2010.0,Action,Ubisoft,1.2,0.63,0.04,0.19,2.06
613,Handheld,2005.0,Role-Playing,Nintendo,0.71,0.52,0.74,0.08,2.06
614,Handheld,2004.0,Action,THQ,1.15,0.77,0.04,0.1,2.06
615,Console,1998.0,Racing,Namco Bandai Games,0.68,0.46,0.79,0.13,2.06
616,Console,2003.0,Fighting,Namco Bandai Games,1.06,0.62,0.13,0.25,2.06
617,Handheld,2013.0,Role-Playing,Nintendo,0.89,0.57,0.46,0.13,2.06
618,Console,2007.0,Racing,Electronic Arts,0.73,0.92,0.04,0.37,2.05
619,Handheld,2008.0,Misc,Take-Two Interactive,1.23,0.64,0.0,0.19,2.05
620,Console,2013.0,Sports,Take-Two Interactive,1.43,0.33,0.04,0.25,2.05
621,Handheld,2005.0,Role-Playing,Nintendo,1.16,0.06,0.83,0.0,2.05
622,Console,2013.0,Role-Playing,Activision,0.71,0.83,0.15,0.35,2.05
623,Console,2008.0,Misc,Ubisoft,0.73,1.09,0.0,0.23,2.04
624,Console,2006.0,Shooter,Sony Computer Entertainment,1.74,0.02,0.0,0.28,2.04
625,Console,2005.0,Action,Ubisoft,0.71,1.02,0.0,0.31,2.04
626,Handheld,2003.0,Platform,Nintendo,1.2,0.48,0.29,0.07,2.04
627,Console,2011.0,Action,Electronic Arts,0.58,1.06,0.03,0.37,2.04
628,Console,2014.0,Sports,Electronic Arts,1.53,0.25,0.0,0.25,2.03
629,Console,1998.0,Sports,Nintendo,1.25,0.61,0.13,0.05,2.03
630,Console,2011.0,Misc,Ubisoft,1.47,0.4,0.0,0.16,2.03
631,Console,2003.0,Sports,Electronic Arts,1.57,0.18,0.0,0.27,2.03
632,Console,2008.0,Action,Electronic Arts,1.05,0.67,0.0,0.3,2.02
633,Console,2005.0,Shooter,Activision,1.81,0.05,0.01,0.15,2.02
634,Console,2014.0,Sports,Electronic Arts,1.76,0.09,0.0,0.17,2.02
635,XOne,2016.0,Shooter,Ubisoft,1.2,0.62,0.0,0.18,2.01
636,Handheld,2012.0,Role-Playing,Nintendo,0.89,0.45,0.53,0.13,2.0
637,Console,2014.0,Racing,Sony Computer Entertainment,0.35,1.31,0.02,0.33,2.0
638,Console,1993.0,Fighting,Nintendo,0.52,0.16,1.29,0.03,2.0
639,Console,1997.0,Action,Activision,0.95,0.64,0.27,0.13,1.99
640,Handheld,1989.0,Sports,Nintendo,0.75,0.3,0.9,0.04,1.99
641,Handheld,2002.0,Action,Electronic Arts,1.21,0.64,0.05,0.09,1.99
642,Console,2002.0,Action,Electronic Arts,0.75,1.09,0.02,0.12,1.98
643,Console,1991.0,Simulation,Nintendo,0.93,0.27,0.75,0.04,1.98
644,XOne,2013.0,Shooter,Electronic Arts,1.25,0.58,0.0,0.16,1.98
645,Console,2014.0,Role-Playing,Electronic Arts,0.72,0.86,0.08,0.32,1.97
646,Handheld,2010.0,Platform,Sega,0.99,0.8,0.0,0.18,1.97
647,Console,2008.0,Shooter,Activision,1.2,0.59,0.0,0.19,1.97
648,Console,2008.0,Racing,Electronic Arts,1.01,0.64,0.02,0.3,1.97
649,Console,2013.0,Shooter,Take-Two Interactive,1.22,0.57,0.02,0.15,1.96
650,Handheld,2004.0,Sports,Sony Computer Entertainment,0.5,0.5,0.63,0.33,1.96
651,Console,1986.0,Racing,Nintendo,1.13,0.37,0.41,0.05,1.96
652,Console,1985.0,Sports,Nintendo,0.18,0.23,1.53,0.02,1.96
653,Handheld,2006.0,Platform,Nintendo,0.79,0.03,1.05,0.08,1.96
654,Console,2006.0,Shooter,Ubisoft,1.09,0.65,0.02,0.2,1.96
655,Console,2014.0,Shooter,Activision,1.3,0.49,0.0,0.16,1.95
656,Console,2005.0,Action,Take-Two Interactive,1.26,0.61,0.0,0.09,1.95
657,Console,2003.0,Sports,Electronic Arts,1.69,0.2,0.0,0.06,1.95
658,Console,2003.0,Fighting,Electronic Arts,0.95,0.74,0.0,0.25,1.94
